source,type,score,scored_by,status,episodes,members
visual_novel,ova,6.69,13298,finished_airing,6.0,26447
manga,ova,7.11,3869,finished_airing,2.0,9691
visual_novel,tv,6.73,11411,finished_airing,24.0,26581
light_novel,ona,6.91,6199,finished_airing,24.0,18566
original,movie,6.96,5430,finished_airing,1.0,11270
,tv,7.1,3965,finished_airing,52.0,8661
,movie,7.11,3830,finished_airing,1.0,6179
original,tv,6.76,10123,finished_airing,24.0,24383
game,ova,7.98,1094,finished_airing,18.0,3581
game,tv,6.66,14904,finished_airing,13.0,36223
light_novel,ova,6.71,12068,finished_airing,1.0,24460
manga,ova,7.02,4751,finished_airing,4.0,12339
manga,tv,6.96,5401,finished_airing,51.0,13794
manga,tv,7.14,3573,finished_airing,51.0,6260
manga,tv,7.34,2240,finished_airing,47.0,6127
original,music,7.75,1286,finished_airing,1.0,2127
manga,ova,6.9,6265,finished_airing,3.0,13396
novel,tv,7.17,3310,finished_airing,52.0,6714
light_novel,special,6.62,17205,finished_airing,6.0,37344
other,special,6.57,22021,finished_airing,2.0,42249
game,special,6.63,16517,finished_airing,1.0,35292
novel,tv,6.51,30410,finished_airing,12.0,98249
web_manga,tv,6.48,35189,finished_airing,12.0,91279
4_koma_manga,movie,6.98,5045,finished_airing,1.0,8316
original,tv,6.6,18772,finished_airing,6.0,58851
,movie,7.26,2650,finished_airing,1.0,5624
manga,special,6.87,6790,finished_airing,1.0,19097
original,movie,6.78,9238,finished_airing,1.0,18916
light_novel,ona,6.33,89330,finished_airing,3.0,139063
game,movie,7.01,4750,finished_airing,1.0,14979
visual_novel,ova,6.9,6155,finished_airing,2.0,16323
original,ova,7.05,4330,finished_airing,2.0,10744
manga,tv,6.87,6769,finished_airing,75.0,19680
original,movie,6.62,16844,finished_airing,1.0,30971
web_manga,tv,7.13,3591,finished_airing,30.0,12255
original,special,7.23,2802,finished_airing,25.0,10263
manga,tv,6.91,5973,finished_airing,51.0,10963
light_novel,ona,6.71,11592,finished_airing,12.0,24709
original,movie,7.29,2413,finished_airing,1.0,5544
manga,movie,6.67,13532,finished_airing,1.0,33438
manga,tv,7.52,1646,finished_airing,36.0,4144
manga,ova,6.67,13469,finished_airing,3.0,30796
,ova,7.1,3776,finished_airing,1.0,8767
original,special,7.02,4595,finished_airing,1.0,12098
novel,ona,7.14,3472,finished_airing,16.0,18587
original,music,7.69,1324,finished_airing,1.0,2208
manga,tv,6.55,23492,finished_airing,12.0,62697
original,ova,6.86,6801,finished_airing,1.0,13874
original,ova,6.95,5290,finished_airing,1.0,12208
visual_novel,ova,6.66,13986,finished_airing,2.0,26762
novel,ona,7.47,1750,finished_airing,17.0,5090
manga,movie,7.5,1680,finished_airing,1.0,3944
manga,ova,7.18,3137,finished_airing,1.0,7010
visual_novel,ova,6.77,9240,finished_airing,2.0,18779
light_novel,special,6.4,53567,finished_airing,4.0,107067
game,special,7.2,2964,finished_airing,1.0,7442
manga,tv,6.65,14523,finished_airing,12.0,27788
manga,tv,6.86,6771,finished_airing,10.0,21198
manga,ona,6.59,18728,finished_airing,12.0,42096
visual_novel,ova,7.09,3807,finished_airing,2.0,9431
game,special,6.93,5469,finished_airing,2.0,11612
light_novel,ova,6.89,6129,finished_airing,6.0,21125
original,ova,7.08,3898,finished_airing,6.0,9915
light_novel,special,7.06,4063,finished_airing,1.0,8588
manga,ona,6.59,18486,finished_airing,8.0,46084
manga,tv,6.94,5342,finished_airing,13.0,14130
manga,tv,6.4,52501,finished_airing,12.0,129758
manga,tv,6.75,9761,finished_airing,12.0,25719
light_novel,tv,6.29,116925,finished_airing,12.0,252432
manga,tv,6.69,12064,finished_airing,13.0,30254
manga,special,6.95,5150,finished_airing,1.0,11460
original,ona,6.61,16664,finished_airing,1.0,27475
manga,tv,6.74,10055,finished_airing,24.0,30730
manga,ona,6.84,7073,finished_airing,12.0,20346
visual_novel,ova,6.92,5514,finished_airing,4.0,14017
manga,ona,6.51,27822,finished_airing,24.0,53068
manga,ova,6.47,34354,finished_airing,1.0,69922
original,tv,6.51,27806,finished_airing,13.0,47983
original,music,7.36,2067,finished_airing,1.0,3559
4_koma_manga,tv,6.53,24967,finished_airing,12.0,50048
manga,ona,7.06,4020,finished_airing,1.0,13040
original,special,6.86,6608,finished_airing,6.0,16953
manga,movie,7.15,3268,finished_airing,1.0,7189
visual_novel,ova,6.75,9582,finished_airing,1.0,22260
manga,ova,6.85,6758,finished_airing,1.0,14830
manga,movie,7.11,3574,finished_airing,1.0,10414
manga,special,7.21,2811,finished_airing,3.0,7682
other,ona,7.11,3572,finished_airing,2.0,9790
light_novel,movie,6.88,6152,finished_airing,1.0,21205
music,music,7.35,2083,finished_airing,4.0,5926
original,movie,6.54,23235,finished_airing,1.0,39240
novel,special,6.75,9551,finished_airing,1.0,24964
manga,ona,6.84,6900,finished_airing,4.0,23363
game,special,6.74,9838,finished_airing,4.0,26975
other,movie,7.4,1899,finished_airing,1.0,3603
light_novel,tv,6.71,10761,currently_airing,,88391
manga,ova,7.13,3408,finished_airing,2.0,9106
original,ova,6.63,14982,finished_airing,2.0,31710
novel,ona,7.31,2225,finished_airing,12.0,6787
manga,special,7.05,4041,finished_airing,2.0,9628
original,tv,6.52,25592,finished_airing,26.0,81310
light_novel,special,6.61,16081,finished_airing,9.0,33210
,movie,6.76,9007,finished_airing,1.0,16117
manga,special,6.68,12034,finished_airing,3.0,28621
original,movie,7.6,1390,finished_airing,1.0,7274
light_novel,tv,6.36,62997,finished_airing,12.0,133931
manga,tv,7.13,3374,finished_airing,26.0,12873
visual_novel,ova,6.94,5060,finished_airing,1.0,12881
manga,tv,7.14,3277,finished_airing,12.0,11045
game,ona,7.02,4344,finished_airing,10.0,12470
manga,tv,7.02,4344,finished_airing,12.0,9717
visual_novel,movie,6.91,5458,finished_airing,1.0,25527
visual_novel,ova,6.96,4827,finished_airing,1.0,11511
manga,ona,6.79,7822,finished_airing,1.0,20898
original,movie,7.25,2514,finished_airing,1.0,4462
original,ova,6.45,35959,finished_airing,1.0,70631
manga,special,6.66,12766,finished_airing,3.0,33811
visual_novel,ova,6.88,6000,finished_airing,2.0,15873
light_novel,tv,6.67,12258,currently_airing,12.0,80915
manga,tv,6.67,12248,finished_airing,12.0,21934
light_novel,tv,6.45,35830,finished_airing,12.0,107652
mixed_media,tv,6.67,12242,finished_airing,11.0,43867
manga,special,6.89,5697,finished_airing,2.0,12385
visual_novel,tv,6.53,23322,finished_airing,12.0,55160
visual_novel,ova,7.06,3841,finished_airing,2.0,9964
web_manga,tv,6.92,5282,currently_airing,12.0,35924
original,movie,6.5,27307,finished_airing,1.0,94053
manga,ona,6.59,16989,finished_airing,20.0,46743
visual_novel,ova,6.86,6276,finished_airing,1.0,14272
original,movie,6.66,12510,finished_airing,1.0,31594
game,special,6.93,5084,finished_airing,2.0,13803
manga,ova,6.76,8655,finished_airing,1.0,15266
visual_novel,ova,6.89,5631,finished_airing,2.0,13596
game,special,7.23,2596,finished_airing,1.0,5478
manga,ona,7.36,1978,finished_airing,26.0,7269
novel,tv,7.56,1432,finished_airing,53.0,5994
game,tv,7.06,3804,finished_airing,51.0,9717
original,tv,7.17,2988,finished_airing,26.0,9352
original,tv,7.26,2406,finished_airing,51.0,5551
,special,6.95,4826,finished_airing,6.0,13377
original,tv,6.57,18611,finished_airing,24.0,56109
,movie,7.05,3928,finished_airing,1.0,6338
original,special,6.7,10683,finished_airing,15.0,22783
game,tv,6.43,38886,finished_airing,24.0,67129
visual_novel,tv,6.47,31177,finished_airing,13.0,66385
light_novel,tv,6.43,38703,finished_airing,12.0,89551
,movie,7.08,3634,finished_airing,1.0,6225
light_novel,ova,7.23,2574,currently_airing,,7185
manga,ova,6.88,5784,finished_airing,2.0,13088
game,tv,6.29,95982,finished_airing,10.0,215046
original,music,7.61,1331,finished_airing,1.0,2109
light_novel,ova,6.54,21236,finished_airing,2.0,44307
manga,tv,6.43,38297,finished_airing,12.0,90467
manga,movie,6.57,18319,finished_airing,1.0,37323
original,tv,7.05,3884,finished_airing,39.0,16524
light_novel,tv,6.26,122095,finished_airing,12.0,224305
visual_novel,ova,6.96,4672,finished_airing,2.0,11098
manga,tv,6.76,8428,finished_airing,24.0,20927
original,tv,6.67,11772,finished_airing,49.0,25551
original,tv,7.3,2175,finished_airing,52.0,5983
other,tv,6.52,23727,finished_airing,26.0,42014
manga,tv,6.62,14523,finished_airing,12.0,34598
4_koma_manga,tv,7.09,3543,finished_airing,26.0,8767
mixed_media,tv,6.48,28839,finished_airing,12.0,83394
other,tv,6.53,22025,finished_airing,12.0,53953
light_novel,movie,7.07,3658,finished_airing,1.0,9658
light_novel,movie,6.83,6626,finished_airing,1.0,18682
mixed_media,tv,6.59,16343,finished_airing,12.0,45189
original,ova,6.59,16314,finished_airing,4.0,33133
original,special,6.88,5661,finished_airing,27.0,11924
visual_novel,ova,7.15,3069,finished_airing,2.0,8376
manga,tv,7.03,4036,finished_airing,12.0,17397
game,tv,6.99,4393,finished_airing,44.0,9771
game,special,7.16,2989,finished_airing,1.0,6121
manga,tv,6.44,35304,finished_airing,12.0,73751
light_novel,tv,6.8,7175,finished_airing,26.0,19217
manga,ova,6.5600000000000005,18660,finished_airing,1.0,37226
original,special,6.94,4793,finished_airing,1.0,12246
original,tv,6.73,9350,finished_airing,12.0,25264
manga,movie,7.13,3198,finished_airing,1.0,19604
original,movie,6.44,35045,finished_airing,1.0,60780
manga,movie,7.21,2640,finished_airing,1.0,4819
manga,movie,6.78,7679,finished_airing,1.0,18129
original,special,6.76,8199,finished_airing,7.0,21160
visual_novel,ova,6.89,5411,finished_airing,2.0,14071
visual_novel,ova,6.92,4988,finished_airing,1.0,12745
light_novel,tv,6.38,48302,finished_airing,12.0,144601
original,movie,7.17,2883,finished_airing,1.0,6432
manga,tv,6.53,21288,finished_airing,13.0,53689
mixed_media,tv,7.66,1216,currently_airing,13.0,7460
visual_novel,ova,6.85,6121,finished_airing,4.0,15702
manga,tv,6.71,9812,finished_airing,12.0,27449
original,tv,7.1,3395,finished_airing,25.0,9138
manga,tv,6.4,43112,finished_airing,73.0,75171
game,movie,6.49,26599,finished_airing,1.0,45020
manga,tv,6.82,6640,finished_airing,12.0,17671
manga,tv,7.22,2553,finished_airing,65.0,5374
manga,tv,7.07,3589,finished_airing,13.0,12422
web_manga,ona,7.37,1869,finished_airing,72.0,9476
visual_novel,tv,6.43,36000,finished_airing,12.0,80296
original,special,6.87,5680,finished_airing,1.0,10124
manga,tv,6.53,21104,finished_airing,13.0,45088
visual_novel,ova,6.64,12637,finished_airing,2.0,26127
4_koma_manga,special,6.88,5485,finished_airing,1.0,10128
original,special,6.54,19917,finished_airing,9.0,43053
original,tv,6.84,6209,finished_airing,24.0,17622
original,music,7.5,1493,finished_airing,1.0,3437
manga,special,6.82,6551,finished_airing,1.0,17006
manga,special,6.47,28635,finished_airing,10.0,58011
original,ova,6.88,5460,finished_airing,15.0,23020
web_manga,tv,6.51,23705,finished_airing,6.0,56996
visual_novel,ova,7.02,4014,finished_airing,2.0,10052
original,tv,6.29,87488,finished_airing,12.0,233624
game,movie,6.98,4331,finished_airing,1.0,10733
manga,tv,6.86,5832,finished_airing,23.0,9341
4_koma_manga,special,6.91,5003,finished_airing,1.0,9036
manga,tv,6.78,7454,finished_airing,12.0,20170
game,tv,6.79,7147,finished_airing,24.0,24897
visual_novel,ova,6.94,4660,finished_airing,5.0,12763
manga,ova,6.92,4856,finished_airing,3.0,13022
game,movie,6.46,29906,finished_airing,1.0,50477
web_manga,special,7.01,4050,finished_airing,1.0,12791
manga,ova,6.7,9969,finished_airing,1.0,24241
light_novel,special,6.44,33445,finished_airing,2.0,60656
manga,tv,7.4,1744,finished_airing,50.0,3282
light_novel,special,6.77,7633,finished_airing,1.0,20398
game,tv,6.74,8533,finished_airing,25.0,17236
light_novel,tv,6.31,72803,finished_airing,12.0,184184
game,tv,6.5600000000000005,17648,finished_airing,13.0,46591
original,tv,7.01,4034,finished_airing,26.0,13143
visual_novel,tv,6.66,11413,finished_airing,12.0,39326
manga,tv,6.77,7583,finished_airing,12.0,19935
light_novel,ova,6.8100000000000005,6602,finished_airing,2.0,13243
original,ova,6.77,7576,finished_airing,1.0,20254
manga,special,7.14,2998,finished_airing,1.0,6669
original,movie,7.18,2735,finished_airing,1.0,4967
game,movie,6.61,13953,finished_airing,1.0,22543
manga,movie,7.0,4094,finished_airing,1.0,9645
light_novel,tv,6.15,324793,finished_airing,12.0,537216
manga,ona,6.5600000000000005,17306,finished_airing,20.0,43499
manga,special,6.93,4684,finished_airing,1.0,10316
music,music,7.41,1694,finished_airing,1.0,2818
original,tv,7.14,2979,finished_airing,25.0,14504
4_koma_manga,tv,6.33,60585,finished_airing,12.0,116690
book,movie,6.88,5350,finished_airing,1.0,14072
4_koma_manga,ova,7.05,3625,finished_airing,2.0,7937
manga,tv,6.44,32692,finished_airing,12.0,71481
,special,6.52,21171,finished_airing,6.0,46127
manga,tv,6.89,5108,finished_airing,6.0,12678
manga,ona,6.45,30684,finished_airing,10.0,70721
game,tv,7.34,1908,finished_airing,51.0,6563
novel,tv,7.37,1804,finished_airing,52.0,7457
novel,ona,6.76,7686,finished_airing,13.0,23266
original,special,6.72,8887,finished_airing,1.0,20019
manga,special,6.8100000000000005,6434,finished_airing,1.0,15316
visual_novel,tv,6.26,97266,finished_airing,12.0,203138
other,tv,7.41,1677,finished_airing,24.0,4761
original,movie,6.71,9249,finished_airing,1.0,19515
manga,tv,6.32,63976,finished_airing,10.0,159895
game,tv,7.02,3860,finished_airing,51.0,10429
other,tv,6.96,4348,finished_airing,13.0,9777
original,music,7.46,1530,finished_airing,1.0,2461
visual_novel,ova,7.01,3956,finished_airing,2.0,9901
visual_novel,ova,7.04,3668,finished_airing,1.0,8371
visual_novel,ova,7.04,3667,finished_airing,1.0,7915
manga,tv,6.95,4428,finished_airing,12.0,11589
manga,tv,7.07,3444,finished_airing,13.0,8925
light_novel,ova,7.04,3661,finished_airing,1.0,9016
original,music,7.49,1461,finished_airing,1.0,2952
web_manga,music,7.38,1749,finished_airing,1.0,3027
book,tv,7.02,3811,finished_airing,52.0,7198
manga,ona,6.52,20585,finished_airing,9.0,54808
original,special,7.07,3432,finished_airing,1.0,6860
novel,movie,7.2,2539,finished_airing,1.0,9241
game,tv,7.13,2994,finished_airing,12.0,11357
manga,ona,6.91,4779,finished_airing,2.0,10879
manga,ona,7.11,3136,finished_airing,3.0,8027
original,tv,6.72,8737,finished_airing,12.0,26344
book,movie,7.51,1411,finished_airing,1.0,4767
web_manga,tv,6.23,122116,finished_airing,10.0,268463
manga,ova,6.86,5488,finished_airing,1.0,12114
manga,ova,6.98,4117,finished_airing,6.0,8373
visual_novel,ova,6.73,8413,finished_airing,2.0,18764
original,movie,7.58,1265,finished_airing,1.0,9316
light_novel,ona,6.55,17428,finished_airing,5.0,36912
manga,tv,6.59,14659,finished_airing,12.0,36882
manga,tv,6.69,9781,finished_airing,38.0,23013
,movie,7.12,3040,finished_airing,1.0,7141
manga,movie,6.55,17344,finished_airing,1.0,43426
visual_novel,ova,6.76,7497,finished_airing,2.0,17522
original,special,7.02,3776,finished_airing,1.0,9294
manga,ova,7.15,2824,finished_airing,1.0,7056
original,tv,6.84,5779,finished_airing,52.0,12250
other,movie,6.72,8568,finished_airing,1.0,18317
mixed_media,music,7.44,1556,finished_airing,1.0,2862
4_koma_manga,tv,6.62,12466,finished_airing,12.0,23064
original,ova,6.9,4795,finished_airing,1.0,9855
manga,movie,7.29,2042,finished_airing,1.0,4105
light_novel,special,6.55,17017,finished_airing,1.0,39363
original,tv,6.74,7931,finished_airing,33.0,15721
manga,ova,6.87,5283,finished_airing,1.0,11318
web_manga,music,7.41,1631,finished_airing,1.0,2657
manga,tv,6.55,16997,finished_airing,12.0,41324
light_novel,tv,6.77,7132,finished_airing,23.0,18102
manga,ona,6.52,19814,finished_airing,60.0,47312
light_novel,special,6.73,8221,finished_airing,16.0,22490
original,movie,6.73,8169,finished_airing,1.0,15922
light_novel,tv,6.64,11418,currently_airing,12.0,92679
manga,special,7.06,3416,finished_airing,2.0,7327
original,special,7.13,2921,finished_airing,3.0,6950
visual_novel,ova,6.79,6519,finished_airing,3.0,17440
original,ova,6.78,6775,finished_airing,1.0,14796
game,movie,6.44,29848,finished_airing,1.0,59056
manga,ova,6.99,3943,finished_airing,4.0,9099
other,ova,7.04,3550,currently_airing,,8448
original,tv,6.7,9018,finished_airing,12.0,38819
original,ona,6.78,6726,finished_airing,1.0,17006
manga,special,7.02,3682,finished_airing,1.0,8483
original,ova,7.13,2890,finished_airing,12.0,9796
light_novel,tv,6.32,57525,finished_airing,12.0,142663
visual_novel,ova,7.16,2696,finished_airing,1.0,6915
light_novel,tv,6.23,108471,finished_airing,12.0,224741
manga,ova,6.45,27689,finished_airing,1.0,52895
manga,ona,7.12,2938,finished_airing,16.0,11376
manga,ova,6.9,4669,finished_airing,6.0,10996
manga,tv,6.31,61440,finished_airing,12.0,134574
visual_novel,ova,6.96,4098,finished_airing,3.0,9329
manga,tv,6.48,23744,finished_airing,12.0,61973
original,tv,7.08,3205,finished_airing,26.0,12116
manga,special,6.67,9963,finished_airing,6.0,24936
manga,tv,6.65,10648,finished_airing,12.0,19274
original,ova,7.36,1743,finished_airing,3.0,3208
light_novel,tv,6.47,24838,finished_airing,13.0,69840
original,tv,6.76,7093,finished_airing,25.0,27035
manga,special,6.51,20042,finished_airing,1.0,39652
manga,tv,6.61,12364,finished_airing,13.0,24907
original,ona,6.68,9509,finished_airing,1.0,17463
manga,tv,6.44,28634,finished_airing,13.0,91970
novel,ona,7.72,1044,finished_airing,54.0,5111
visual_novel,ova,6.98,3898,finished_airing,1.0,19412
game,tv,6.66,10140,finished_airing,39.0,19830
manga,special,6.86,5177,finished_airing,2.0,10705
novel,ona,7.6,1171,finished_airing,12.0,3357
novel,ona,6.6,12747,finished_airing,26.0,42278
original,music,7.17,2590,finished_airing,1.0,5528
game,ona,7.21,2341,finished_airing,8.0,7000
game,tv,6.58,14063,finished_airing,214.0,30584
manga,ova,6.79,6263,finished_airing,2.0,14130
original,music,7.1,3007,finished_airing,1.0,5123
original,tv,7.36,1715,finished_airing,26.0,4517
manga,tv,6.63,11231,finished_airing,26.0,40306
manga,tv,7.33,1815,finished_airing,13.0,4350
manga,tv,7.06,3264,finished_airing,24.0,15226
novel,movie,7.23,2218,finished_airing,1.0,6491
novel,ona,7.44,1474,currently_airing,130.0,8652
light_novel,ova,6.5600000000000005,15170,finished_airing,4.0,33114
manga,movie,7.12,2863,finished_airing,1.0,4953
4_koma_manga,special,7.27,2042,finished_airing,6.0,3899
original,ova,6.93,4265,finished_airing,3.0,9184
original,special,6.63,11134,finished_airing,1.0,23455
web_manga,tv,6.78,6421,currently_airing,12.0,49534
manga,ova,6.94,4151,finished_airing,4.0,11254
manga,ova,6.83,5465,finished_airing,4.0,13291
,special,7.12,2852,finished_airing,1.0,7116
novel,ona,7.46,1414,finished_airing,13.0,3891
manga,tv,7.08,3117,finished_airing,25.0,10958
visual_novel,tv,6.58,13791,finished_airing,12.0,31352
manga,tv,6.61,11968,finished_airing,13.0,27771
novel,movie,6.89,4638,finished_airing,1.0,13058
manga,ova,7.04,3419,finished_airing,1.0,8632
manga,movie,7.11,2904,finished_airing,1.0,6934
web_manga,ova,6.83,5442,finished_airing,1.0,16561
game,music,6.94,4123,finished_airing,1.0,6830
,movie,7.14,2705,finished_airing,1.0,4907
original,ova,6.76,6767,finished_airing,1.0,15591
original,tv,6.92,4318,finished_airing,26.0,17553
manga,ona,7.12,2819,finished_airing,20.0,13865
manga,tv,6.58,13531,finished_airing,12.0,31716
manga,tv,6.52,17937,finished_airing,51.0,30148
other,ova,7.38,1613,finished_airing,1.0,7071
visual_novel,ova,7.06,3211,finished_airing,2.0,6978
original,special,6.66,9776,finished_airing,2.0,19440
manga,movie,6.88,4716,finished_airing,1.0,13015
visual_novel,ova,6.91,4387,finished_airing,2.0,11124
original,music,7.26,2051,finished_airing,1.0,3439
manga,special,6.71,7943,finished_airing,1.0,16196
manga,tv,7.38,1608,finished_airing,43.0,4439
manga,ova,6.79,6069,finished_airing,1.0,12928
original,movie,7.17,2506,finished_airing,1.0,5658
manga,tv,6.74,7253,finished_airing,10.0,21942
4_koma_manga,ova,6.74,7239,finished_airing,2.0,13316
original,tv,6.44,26993,finished_airing,12.0,65566
manga,special,6.97,3805,finished_airing,1.0,8036
original,special,6.76,6687,finished_airing,1.0,12165
manga,special,6.88,4679,finished_airing,1.0,12430
original,ova,6.82,5481,finished_airing,4.0,13406
manga,ova,6.83,5382,finished_airing,4.0,11012
original,movie,6.76,6664,finished_airing,1.0,13385
,movie,7.15,2626,finished_airing,1.0,4861
original,special,6.99,3668,finished_airing,1.0,10474
visual_novel,tv,6.52,17521,finished_airing,13.0,35231
visual_novel,ova,6.75,6882,finished_airing,2.0,17593
manga,tv,6.85,5022,finished_airing,26.0,14117
manga,special,7.06,3164,finished_airing,1.0,11855
manga,music,6.76,6621,finished_airing,1.0,13254
original,movie,6.89,4521,finished_airing,1.0,12396
original,ova,6.52,17287,finished_airing,2.0,32470
original,ona,6.9,4401,finished_airing,2.0,9391
manga,tv,6.77,6375,finished_airing,13.0,14849
manga,special,7.22,2193,finished_airing,4.0,5562
visual_novel,tv,6.31,53535,finished_airing,12.0,136160
other,movie,6.67,9142,finished_airing,1.0,22205
game,ova,6.67,9131,finished_airing,1.0,21321
original,special,6.66,9511,finished_airing,1.0,19249
light_novel,tv,6.61,11386,currently_airing,12.0,79405
manga,ova,6.84,5092,finished_airing,2.0,11184
manga,movie,7.33,1743,finished_airing,1.0,6436
novel,ona,6.78,6138,finished_airing,12.0,21054
manga,movie,6.76,6525,finished_airing,1.0,20748
original,movie,7.22,2182,finished_airing,1.0,5320
manga,special,6.73,7291,finished_airing,12.0,15879
manga,ova,6.59,12332,finished_airing,1.0,24401
manga,ova,6.88,4598,finished_airing,2.0,10617
visual_novel,ova,6.67,9026,finished_airing,2.0,18561
original,movie,7.46,1364,finished_airing,1.0,3576
original,movie,7.32,1766,finished_airing,1.0,4340
manga,ova,6.69,8327,finished_airing,2.0,18980
,ova,7.08,2987,finished_airing,4.0,6083
visual_novel,ova,6.79,5858,finished_airing,4.0,13918
original,movie,6.36,38704,finished_airing,1.0,129177
visual_novel,tv,6.31,52730,finished_airing,12.0,129159
manga,ona,7.44,1404,finished_airing,1.0,4310
original,movie,6.9,4321,finished_airing,1.0,9287
light_novel,special,6.61,11171,finished_airing,6.0,24244
original,tv,7.05,3171,finished_airing,13.0,4995
original,special,6.52,16714,finished_airing,1.0,33330
game,tv,6.29,59096,finished_airing,12.0,164651
game,tv,6.45,24201,finished_airing,26.0,48852
game,movie,7.19,2297,finished_airing,1.0,5076
manga,tv,6.51,17616,finished_airing,13.0,44969
manga,ova,6.76,6389,finished_airing,1.0,18295
,movie,7.27,1938,finished_airing,1.0,4400
original,special,7.17,2397,finished_airing,1.0,7354
manga,ova,6.53,15756,finished_airing,2.0,29860
game,tv,6.92,4068,finished_airing,26.0,11977
game,ona,7.55,1167,finished_airing,1.0,3657
visual_novel,ova,7.07,2980,finished_airing,1.0,8154
,ova,6.66,9105,finished_airing,1.0,18502
manga,ova,6.5,18196,finished_airing,2.0,33369
manga,special,6.92,4038,finished_airing,4.0,18597
original,ona,7.45,1352,finished_airing,1.0,2529
manga,ova,6.8,5437,finished_airing,2.0,12072
original,special,6.88,4459,finished_airing,1.0,10059
original,tv,6.7,7688,finished_airing,13.0,18696
light_novel,tv,6.32,45685,finished_airing,12.0,113695
light_novel,tv,6.21,92787,finished_airing,12.0,188205
game,tv,7.05,3099,finished_airing,25.0,8138
original,music,7.25,1986,finished_airing,1.0,4759
manga,tv,7.13,2614,finished_airing,13.0,9621
manga,ova,6.72,7137,finished_airing,1.0,15699
manga,ova,6.95,3749,finished_airing,1.0,8506
game,movie,6.31,48681,finished_airing,1.0,70295
light_novel,tv,7.07,2939,finished_airing,12.0,8763
original,movie,7.51,1213,finished_airing,1.0,36139
,tv,6.8100000000000005,5288,finished_airing,52.0,9620
book,movie,7.34,1635,finished_airing,1.0,4088
web_manga,ona,6.82,5098,finished_airing,18.0,25635
light_novel,special,6.68,8158,finished_airing,1.0,21310
,special,6.61,10661,finished_airing,6.0,23059
original,ova,6.72,7066,finished_airing,3.0,14156
novel,movie,6.65,9223,finished_airing,1.0,29104
manga,ova,7.03,3214,finished_airing,3.0,8197
manga,tv,6.94,3781,finished_airing,26.0,14124
original,movie,7.1,2743,finished_airing,1.0,6345
web_novel,ona,7.9,814,currently_airing,52.0,2420
manga,tv,6.59,11546,finished_airing,26.0,29007
visual_novel,ova,6.74,6586,finished_airing,1.0,15670
light_novel,special,6.54,14478,finished_airing,6.0,36496
manga,movie,6.78,5700,finished_airing,1.0,14584
game,movie,6.95,3689,finished_airing,1.0,6213
manga,special,6.89,4213,finished_airing,1.0,12829
manga,special,6.71,7237,finished_airing,1.0,21149
manga,special,7.05,3034,finished_airing,1.0,7560
manga,tv,6.95,3681,finished_airing,13.0,7526
light_novel,special,7.14,2488,finished_airing,11.0,5728
game,ona,6.95,3670,finished_airing,1.0,6131
manga,tv,6.95,3668,finished_airing,104.0,9227
original,tv,6.49,18224,finished_airing,24.0,43598
,tv,6.65,9038,finished_airing,26.0,16909
manga,tv,6.71,7188,finished_airing,12.0,26583
card_game,tv,6.64,9389,finished_airing,12.0,28807
manga,ona,6.63,9755,finished_airing,6.0,22596
manga,ova,7.02,3232,finished_airing,6.0,7304
manga,movie,7.16,2365,finished_airing,1.0,5736
game,movie,6.54,14126,finished_airing,1.0,25434
light_novel,tv,6.36,34897,finished_airing,12.0,129972
game,special,7.06,2933,finished_airing,4.0,7803
game,ona,7.04,3092,finished_airing,12.0,10380
original,tv,6.86,4542,finished_airing,25.0,16771
original,tv,6.87,4424,finished_airing,49.0,11544
light_novel,ova,6.88,4291,finished_airing,2.0,11372
original,ova,7.22,2059,finished_airing,12.0,5096
book,tv,7.54,1142,finished_airing,70.0,4231
manga,tv,6.25,67053,finished_airing,12.0,175066
manga,tv,7.19,2188,finished_airing,13.0,5118
manga,special,6.65,8817,finished_airing,6.0,17127
light_novel,tv,6.78,5533,currently_airing,12.0,87373
original,tv,6.46,20545,finished_airing,13.0,53595
light_novel,tv,6.58,11657,finished_airing,12.0,26033
light_novel,ova,7.09,2735,finished_airing,10.0,7422
manga,tv,6.53,14645,finished_airing,12.0,45122
original,ova,6.86,4498,finished_airing,1.0,9308
original,ova,7.14,2436,finished_airing,2.0,7186
,special,6.67,8037,finished_airing,6.0,18876
original,special,7.06,2895,finished_airing,1.0,8702
4_koma_manga,ona,6.77,5681,finished_airing,2.0,14306
original,ova,6.8,5149,finished_airing,4.0,20652
visual_novel,tv,6.32,41992,finished_airing,12.0,129860
visual_novel,ova,6.77,5666,finished_airing,4.0,14995
manga,ova,6.54,13733,finished_airing,1.0,30230
manga,ova,6.69,7490,finished_airing,1.0,15400
music,music,7.23,1984,finished_airing,1.0,3368
manga,ova,6.79,5307,finished_airing,1.0,12122
game,tv,6.43,23866,finished_airing,12.0,61556
visual_novel,ova,6.92,3788,finished_airing,2.0,10214
original,tv,7.16,2300,finished_airing,63.0,8515
original,ova,6.72,6646,finished_airing,1.0,14090
manga,tv,7.14,2398,finished_airing,34.0,9325
manga,ova,7.12,2521,finished_airing,2.0,6955
,tv,7.34,1561,finished_airing,52.0,5446
visual_novel,tv,6.31,43861,finished_airing,12.0,117038
original,special,6.36,33227,finished_airing,7.0,61718
manga,tv,7.28,1757,finished_airing,14.0,4994
visual_novel,ova,6.9,3953,finished_airing,4.0,10191
original,tv,6.87,4271,finished_airing,13.0,11064
