source,type,score,scored_by,status,episodes,members
book,movie,,18,finished_airing,1.0,74
original,movie,,16,finished_airing,1.0,74
original,movie,,20,finished_airing,1.0,74
original,movie,,21,finished_airing,1.0,74
original,movie,,24,finished_airing,1.0,74
,tv,,16,finished_airing,101.0,74
original,tv,,10,finished_airing,52.0,74
original,movie,,13,finished_airing,1.0,74
original,movie,,9,finished_airing,1.0,74
original,tv,,14,finished_airing,52.0,74
game,tv,,15,finished_airing,52.0,74
,tv,,7,finished_airing,52.0,74
other,movie,,11,finished_airing,1.0,74
,movie,,12,finished_airing,1.0,74
original,ona,,15,finished_airing,1.0,74
other,tv,,13,finished_airing,65.0,74
original,tv,,9,finished_airing,26.0,74
,tv,,11,finished_airing,80.0,74
original,tv,,9,finished_airing,26.0,74
,tv,,9,finished_airing,26.0,74
,tv,,8,finished_airing,26.0,74
other,tv,,7,finished_airing,12.0,74
original,tv,,10,finished_airing,26.0,74
original,tv,,14,finished_airing,78.0,74
original,ona,,10,finished_airing,11.0,74
original,tv,,13,finished_airing,26.0,74
original,tv,,12,finished_airing,52.0,74
original,tv,,13,finished_airing,26.0,74
original,tv,,11,finished_airing,26.0,74
original,tv,,13,finished_airing,16.0,74
original,tv,,13,finished_airing,103.0,74
original,tv,,12,finished_airing,13.0,74
original,tv,,12,finished_airing,52.0,74
,ona,,7,finished_airing,10.0,74
original,tv,,10,finished_airing,26.0,74
original,tv,,11,finished_airing,26.0,74
original,tv,,11,finished_airing,26.0,74
music,music,,19,finished_airing,15.0,74
,movie,,11,finished_airing,1.0,74
original,movie,,9,finished_airing,1.0,74
original,movie,,24,finished_airing,1.0,74
original,movie,,14,finished_airing,1.0,74
,movie,,28,finished_airing,1.0,74
original,movie,,35,finished_airing,1.0,74
original,music,,24,finished_airing,1.0,74
original,music,,25,finished_airing,1.0,74
original,music,,25,finished_airing,1.0,74
original,music,,23,finished_airing,1.0,74
original,music,,28,finished_airing,1.0,74
picture_book,movie,,11,finished_airing,1.0,74
picture_book,movie,,12,finished_airing,1.0,74
picture_book,movie,,12,finished_airing,1.0,74
original,tv,,13,finished_airing,13.0,74
original,tv,,16,finished_airing,6.0,74
,movie,,9,finished_airing,1.0,74
original,music,,35,finished_airing,1.0,74
original,movie,,34,finished_airing,1.0,74
original,music,,38,finished_airing,1.0,74
original,music,,39,finished_airing,1.0,74
original,special,,35,finished_airing,3.0,74
original,music,,37,finished_airing,1.0,74
web_novel,ona,,14,finished_airing,3.0,73
,movie,,22,finished_airing,1.0,73
,movie,,19,finished_airing,1.0,73
,movie,,7,finished_airing,1.0,73
original,movie,,7,finished_airing,1.0,73
,movie,,15,finished_airing,1.0,73
,movie,,15,finished_airing,1.0,73
original,movie,,21,finished_airing,1.0,73
original,movie,,10,finished_airing,1.0,73
other,movie,,21,finished_airing,1.0,73
original,movie,,17,finished_airing,1.0,73
other,movie,,18,finished_airing,1.0,73
original,movie,,17,finished_airing,1.0,73
book,movie,,15,finished_airing,1.0,73
original,movie,,22,finished_airing,1.0,73
original,movie,,20,finished_airing,1.0,73
original,tv,,14,finished_airing,52.0,73
original,tv,,10,finished_airing,26.0,73
original,ona,,11,finished_airing,12.0,73
original,ona,,11,finished_airing,28.0,73
original,movie,,12,finished_airing,1.0,73
original,movie,,15,finished_airing,1.0,73
,movie,,9,finished_airing,1.0,73
,movie,,18,finished_airing,1.0,73
original,movie,,11,finished_airing,1.0,73
original,tv,,15,finished_airing,500.0,73
original,tv,,9,finished_airing,38.0,73
,tv,,8,finished_airing,12.0,73
other,tv,,7,finished_airing,26.0,73
original,tv,,12,finished_airing,52.0,73
,tv,,9,finished_airing,26.0,73
original,tv,,7,finished_airing,26.0,73
original,tv,,9,finished_airing,52.0,73
,tv,,11,finished_airing,52.0,73
original,ona,,10,finished_airing,12.0,73
,ona,,12,finished_airing,2.0,73
game,ona,,6,currently_airing,,73
original,tv,,13,finished_airing,26.0,73
original,tv,,12,finished_airing,52.0,73
original,tv,,13,finished_airing,26.0,73
original,ona,,11,finished_airing,32.0,73
original,tv,,13,finished_airing,20.0,73
original,ona,,13,finished_airing,30.0,73
original,tv,,14,finished_airing,16.0,73
original,ona,,13,finished_airing,3.0,73
manga,tv,,14,finished_airing,39.0,73
picture_book,ova,,11,finished_airing,4.0,73
picture_book,ova,,10,finished_airing,4.0,73
original,movie,,13,finished_airing,1.0,73
original,movie,,17,finished_airing,1.0,73
original,ona,,13,finished_airing,8.0,73
original,movie,,26,finished_airing,1.0,73
original,special,,31,finished_airing,1.0,73
original,music,,23,finished_airing,1.0,73
original,music,,28,finished_airing,1.0,73
original,music,,29,finished_airing,1.0,73
original,music,,23,finished_airing,1.0,73
original,music,,36,finished_airing,1.0,73
original,movie,,33,finished_airing,1.0,73
original,music,,36,finished_airing,1.0,73
original,movie,,26,finished_airing,1.0,73
original,movie,,26,finished_airing,1.0,73
original,music,,43,finished_airing,1.0,73
original,music,,36,finished_airing,1.0,73
original,music,,40,finished_airing,1.0,73
original,music,,41,finished_airing,1.0,73
original,special,,36,finished_airing,1.0,73
original,music,,40,finished_airing,1.0,73
original,music,,40,finished_airing,1.0,73
original,music,,40,finished_airing,1.0,73
novel,ona,,22,finished_airing,9.0,72
,tv,,13,finished_airing,30.0,72
original,tv,,14,finished_airing,20.0,72
other,movie,,25,finished_airing,1.0,72
,movie,,6,finished_airing,1.0,72
original,movie,,20,finished_airing,1.0,72
original,movie,,19,finished_airing,1.0,72
original,movie,,10,finished_airing,1.0,72
novel,movie,,21,finished_airing,1.0,72
original,movie,,15,finished_airing,1.0,72
original,movie,,18,finished_airing,1.0,72
original,movie,,22,finished_airing,1.0,72
original,tv,,14,finished_airing,10.0,72
original,tv,,14,finished_airing,10.0,72
,tv,,15,finished_airing,50.0,72
original,tv,,10,finished_airing,26.0,72
other,ona,,15,finished_airing,12.0,72
,movie,,9,finished_airing,1.0,72
original,movie,,27,finished_airing,1.0,72
original,movie,,10,finished_airing,1.0,72
mixed_media,tv,,9,finished_airing,60.0,72
,tv,,11,finished_airing,26.0,72
original,tv,,12,finished_airing,30.0,72
original,tv,,13,finished_airing,104.0,72
original,tv,,10,finished_airing,52.0,72
original,tv,,11,finished_airing,84.0,72
,special,,11,finished_airing,1.0,72
game,ona,,20,finished_airing,6.0,72
original,tv,,10,finished_airing,104.0,72
original,tv,,13,finished_airing,13.0,72
original,tv,,13,finished_airing,32.0,72
original,tv,,15,finished_airing,26.0,72
original,ona,,14,finished_airing,13.0,72
original,tv,,13,finished_airing,80.0,72
,tv,,9,finished_airing,52.0,72
original,tv,,9,finished_airing,14.0,72
original,movie,,8,finished_airing,1.0,72
original,movie,,13,finished_airing,1.0,72
original,tv,,6,finished_airing,,72
original,tv,,12,finished_airing,24.0,72
original,tv,,14,finished_airing,26.0,72
music,music,,19,finished_airing,15.0,72
manga,special,,6,finished_airing,1.0,72
original,ona,,12,finished_airing,5.0,72
original,tv,,11,finished_airing,20.0,72
,music,,12,finished_airing,7.0,72
original,movie,,11,finished_airing,1.0,72
original,movie,,11,finished_airing,1.0,72
original,ona,,34,finished_airing,1.0,72
original,music,,36,finished_airing,1.0,72
original,ona,,7,currently_airing,,72
original,music,,39,finished_airing,1.0,72
original,music,,40,finished_airing,1.0,72
original,music,,40,finished_airing,1.0,72
original,music,,38,finished_airing,1.0,72
,movie,,17,finished_airing,1.0,71
,music,,33,finished_airing,1.0,71
,movie,,17,finished_airing,1.0,71
,movie,,7,finished_airing,1.0,71
,movie,,20,finished_airing,1.0,71
original,tv,,14,finished_airing,20.0,71
,movie,,19,finished_airing,1.0,71
,movie,,17,finished_airing,1.0,71
,movie,,17,finished_airing,1.0,71
book,movie,,17,finished_airing,1.0,71
other,movie,,12,finished_airing,1.0,71
,movie,,21,finished_airing,1.0,71
original,movie,,20,finished_airing,1.0,71
original,movie,,19,finished_airing,1.0,71
,movie,,22,finished_airing,1.0,71
original,movie,,23,finished_airing,1.0,71
original,tv,,11,finished_airing,28.0,71
,tv,,12,finished_airing,8.0,71
original,movie,,21,finished_airing,1.0,71
original,movie,,24,finished_airing,1.0,71
other,movie,,11,finished_airing,1.0,71
,movie,,11,finished_airing,1.0,71
,special,,13,finished_airing,1.0,71
,tv,,11,finished_airing,52.0,71
original,special,,11,finished_airing,3.0,71
game,ona,,10,finished_airing,12.0,71
manga,ona,,11,finished_airing,10.0,71
,ona,,11,finished_airing,52.0,71
original,movie,,10,finished_airing,1.0,71
novel,movie,,13,finished_airing,1.0,71
original,movie,,10,finished_airing,1.0,71
mixed_media,tv,,8,finished_airing,60.0,71
mixed_media,tv,,8,finished_airing,60.0,71
,tv,,8,finished_airing,104.0,71
,ona,,12,finished_airing,52.0,71
original,ona,,8,finished_airing,12.0,71
original,ona,,10,finished_airing,12.0,71
original,ona,,9,finished_airing,70.0,71
original,tv,,14,finished_airing,26.0,71
,tv,,12,finished_airing,40.0,71
original,ona,,13,finished_airing,13.0,71
original,tv,,12,finished_airing,26.0,71
original,tv,,7,finished_airing,19.0,71
original,tv,,12,finished_airing,52.0,71
original,movie,,19,finished_airing,1.0,71
,movie,,13,finished_airing,1.0,71
original,movie,,9,finished_airing,1.0,71
,ova,,10,finished_airing,1.0,71
original,movie,,7,finished_airing,1.0,71
original,movie,,9,finished_airing,1.0,71
original,music,,22,finished_airing,1.0,71
original,music,,26,finished_airing,1.0,71
original,music,,26,finished_airing,1.0,71
web_manga,movie,,4,finished_airing,1.0,71
original,music,,34,finished_airing,1.0,71
original,ona,,22,finished_airing,1.0,71
original,music,,37,finished_airing,1.0,71
original,music,,37,finished_airing,1.0,71
original,music,,39,finished_airing,1.0,71
original,music,,36,finished_airing,1.0,71
original,music,,37,finished_airing,1.0,71
original,music,,41,finished_airing,1.0,71
original,music,,35,finished_airing,1.0,71
original,music,,36,finished_airing,1.0,71
original,music,,36,finished_airing,1.0,71
game,music,,34,finished_airing,1.0,71
original,music,,37,finished_airing,1.0,71
,tv,,11,finished_airing,26.0,70
light_novel,special,,16,finished_airing,9.0,70
original,tv,,12,finished_airing,26.0,70
original,ona,,32,finished_airing,1.0,70
,movie,,16,finished_airing,1.0,70
,movie,,14,finished_airing,1.0,70
,movie,,17,finished_airing,1.0,70
,tv,,11,finished_airing,78.0,70
original,tv,,13,finished_airing,52.0,70
original,tv,,9,finished_airing,45.0,70
original,tv,,9,finished_airing,26.0,70
original,tv,,10,finished_airing,26.0,70
original,ona,,11,finished_airing,12.0,70
,movie,,10,finished_airing,1.0,70
other,movie,,12,finished_airing,1.0,70
original,movie,,9,finished_airing,1.0,70
original,movie,,8,finished_airing,1.0,70
,movie,,11,finished_airing,1.0,70
,movie,,13,finished_airing,1.0,70
mixed_media,tv,,9,finished_airing,52.0,70
,tv,,6,finished_airing,26.0,70
original,tv,,11,finished_airing,78.0,70
original,tv,,9,finished_airing,52.0,70
original,ona,,16,finished_airing,10.0,70
original,tv,,12,finished_airing,26.0,70
,tv,,8,finished_airing,12.0,70
original,tv,,14,finished_airing,26.0,70
original,tv,,12,finished_airing,26.0,70
original,tv,,12,finished_airing,26.0,70
original,tv,,13,finished_airing,68.0,70
original,ona,,11,finished_airing,8.0,70
original,tv,,13,finished_airing,20.0,70
original,tv,,12,finished_airing,20.0,70
original,tv,,9,finished_airing,7.0,70
original,ona,,9,finished_airing,12.0,70
original,tv,,11,finished_airing,26.0,70
,movie,,13,finished_airing,1.0,70
,ova,,8,finished_airing,1.0,70
original,movie,,10,finished_airing,1.0,70
original,movie,,10,finished_airing,1.0,70
original,movie,,10,finished_airing,1.0,70
original,movie,,13,finished_airing,1.0,70
original,movie,,8,finished_airing,1.0,70
picture_book,ova,,11,finished_airing,2.0,70
original,movie,,25,finished_airing,1.0,70
original,music,,24,finished_airing,1.0,70
original,music,,25,finished_airing,1.0,70
picture_book,ova,,9,finished_airing,9.0,70
original,music,,40,finished_airing,1.0,70
original,music,,37,finished_airing,1.0,70
original,music,,38,finished_airing,1.0,70
original,music,,37,finished_airing,1.0,70
original,special,,38,finished_airing,3.0,70
original,music,,36,finished_airing,1.0,70
other,music,,36,finished_airing,1.0,70
original,tv,,10,finished_airing,26.0,70
,movie,,17,finished_airing,1.0,69
,movie,,15,finished_airing,1.0,69
original,movie,,16,finished_airing,1.0,69
,movie,,19,finished_airing,1.0,69
original,movie,,15,finished_airing,1.0,69
original,movie,,17,finished_airing,1.0,69
original,movie,,28,finished_airing,1.0,69
other,movie,,20,finished_airing,1.0,69
,movie,,12,finished_airing,1.0,69
original,tv,,8,finished_airing,26.0,69
original,movie,,10,finished_airing,1.0,69
original,tv,,13,finished_airing,60.0,69
original,tv,,10,finished_airing,26.0,69
,ona,,8,finished_airing,9.0,69
original,tv,,8,finished_airing,52.0,69
original,movie,,29,finished_airing,1.0,69
other,movie,,11,finished_airing,1.0,69
,movie,,12,finished_airing,1.0,69
book,movie,,12,finished_airing,1.0,69
original,tv,,12,finished_airing,46.0,69
original,tv,,12,finished_airing,104.0,69
original,tv,,11,finished_airing,40.0,69
original,tv,,14,finished_airing,26.0,69
other,tv,,11,finished_airing,30.0,69
original,tv,,11,finished_airing,70.0,69
original,tv,,11,finished_airing,26.0,69
,movie,,9,finished_airing,1.0,69
original,movie,,12,finished_airing,1.0,69
original,special,,12,finished_airing,1.0,69
,movie,,12,finished_airing,1.0,69
,movie,,12,finished_airing,1.0,69
original,movie,,7,finished_airing,1.0,69
original,music,,14,finished_airing,5.0,69
original,movie,,14,finished_airing,1.0,69
original,music,,18,finished_airing,1.0,69
original,tv,,9,finished_airing,26.0,69
other,movie,,10,finished_airing,1.0,69
original,movie,,16,finished_airing,1.0,69
web_manga,ona,,18,finished_airing,1.0,69
original,ona,,28,finished_airing,1.0,69
,ova,,11,finished_airing,1.0,69
original,movie,,38,finished_airing,1.0,69
original,music,,34,finished_airing,1.0,69
original,music,,41,finished_airing,1.0,69
original,music,,36,finished_airing,1.0,69
original,music,,38,finished_airing,1.0,69
original,music,,38,finished_airing,1.0,69
original,music,,35,finished_airing,1.0,69
original,music,,36,finished_airing,1.0,69
original,music,,36,finished_airing,1.0,69
original,music,,37,finished_airing,1.0,69
original,music,,38,finished_airing,1.0,68
,tv,,8,finished_airing,26.0,68
,movie,,15,finished_airing,1.0,68
other,movie,,14,finished_airing,1.0,68
original,movie,,14,finished_airing,1.0,68
original,movie,,16,finished_airing,1.0,68
original,movie,,16,finished_airing,1.0,68
,movie,,15,finished_airing,1.0,68
other,movie,,15,finished_airing,1.0,68
original,movie,,22,finished_airing,1.0,68
,movie,,12,finished_airing,1.0,68
,special,,11,finished_airing,1.0,68
original,tv,,10,finished_airing,52.0,68
original,tv,,8,finished_airing,45.0,68
original,movie,,11,finished_airing,1.0,68
original,movie,,26,finished_airing,1.0,68
other,movie,,9,finished_airing,1.0,68
original,movie,,10,finished_airing,1.0,68
,movie,,13,finished_airing,1.0,68
other,tv,,11,finished_airing,45.0,68
book,movie,,9,finished_airing,1.0,68
original,tv,,12,finished_airing,52.0,68
original,movie,,11,finished_airing,1.0,68
original,tv,,7,finished_airing,26.0,68
mixed_media,tv,,8,finished_airing,26.0,68
mixed_media,tv,,8,finished_airing,100.0,68
mixed_media,tv,,8,finished_airing,40.0,68
original,tv,,10,finished_airing,36.0,68
original,tv,,6,finished_airing,26.0,68
other,ona,,8,finished_airing,12.0,68
,tv,,9,finished_airing,52.0,68
original,tv,,9,finished_airing,52.0,68
original,tv,,12,finished_airing,20.0,68
original,tv,,14,finished_airing,26.0,68
original,tv,,13,finished_airing,26.0,68
original,tv,,13,finished_airing,26.0,68
original,tv,,12,finished_airing,53.0,68
original,tv,,12,finished_airing,20.0,68
original,tv,,11,finished_airing,52.0,68
original,tv,,12,finished_airing,26.0,68
original,tv,,12,finished_airing,30.0,68
web_manga,tv,,10,finished_airing,13.0,68
original,special,,13,finished_airing,1.0,68
original,tv,,13,finished_airing,57.0,68
,movie,,15,finished_airing,1.0,68
,movie,,9,finished_airing,1.0,68
,ona,,11,finished_airing,6.0,68
,ova,,10,finished_airing,1.0,68
original,tv,,14,finished_airing,13.0,68
original,movie,,25,finished_airing,1.0,68
original,movie,,19,finished_airing,1.0,68
original,ona,,28,finished_airing,9.0,68
original,movie,,16,finished_airing,1.0,68
manga,ona,,10,finished_airing,34.0,68
manga,ona,,10,finished_airing,34.0,68
other,movie,,13,finished_airing,1.0,68
original,movie,,18,finished_airing,1.0,68
original,ona,,26,finished_airing,2.0,68
original,music,,34,finished_airing,1.0,68
original,music,,35,finished_airing,1.0,68
original,music,,36,finished_airing,1.0,68
original,tv,,10,finished_airing,26.0,68
original,music,,38,finished_airing,1.0,68
original,music,,35,finished_airing,1.0,68
original,music,,34,finished_airing,1.0,68
original,tv,,13,finished_airing,26.0,67
original,tv,,9,finished_airing,26.0,67
,tv,,12,finished_airing,39.0,67
,movie,,10,finished_airing,1.0,67
,movie,,14,finished_airing,1.0,67
other,movie,,8,finished_airing,1.0,67
original,movie,,15,finished_airing,1.0,67
other,movie,,14,finished_airing,1.0,67
original,movie,,17,finished_airing,1.0,67
,movie,,16,finished_airing,1.0,67
original,movie,,20,finished_airing,1.0,67
original,movie,,15,finished_airing,1.0,67
original,movie,,12,finished_airing,1.0,67
,movie,,15,finished_airing,1.0,67
,movie,,16,finished_airing,1.0,67
original,movie,,29,finished_airing,1.0,67
,tv,,8,finished_airing,52.0,67
book,movie,,23,finished_airing,1.0,67
,special,,11,finished_airing,1.0,67
original,tv,,12,finished_airing,52.0,67
original,tv,,12,finished_airing,52.0,67
original,movie,,11,finished_airing,1.0,67
original,tv,,10,finished_airing,46.0,67
original,ona,,10,finished_airing,13.0,67
original,movie,,26,finished_airing,1.0,67
original,movie,,11,finished_airing,1.0,67
novel,movie,,12,finished_airing,1.0,67
original,movie,,13,finished_airing,1.0,67
original,tv,,7,finished_airing,52.0,67
original,tv,,12,finished_airing,624.0,67
mixed_media,tv,,8,finished_airing,26.0,67
mixed_media,tv,,7,finished_airing,26.0,67
mixed_media,tv,,8,finished_airing,26.0,67
mixed_media,tv,,7,finished_airing,26.0,67
mixed_media,tv,,7,finished_airing,30.0,67
mixed_media,tv,,11,finished_airing,5.0,67
,tv,,7,finished_airing,26.0,67
original,tv,,7,finished_airing,52.0,67
,tv,,12,finished_airing,26.0,67
original,tv,,7,finished_airing,12.0,67
original,ona,,10,finished_airing,40.0,67
original,ona,,8,finished_airing,12.0,67
original,tv,,8,finished_airing,52.0,67
game,ona,,18,finished_airing,4.0,67
original,ona,,12,finished_airing,18.0,67
original,ona,,8,finished_airing,10.0,67
,tv,,12,finished_airing,12.0,67
original,tv,,12,finished_airing,21.0,67
original,special,,12,finished_airing,1.0,67
,special,,16,finished_airing,1.0,67
picture_book,ova,,10,finished_airing,2.0,67
original,music,,20,finished_airing,1.0,67
original,music,,20,finished_airing,1.0,67
original,music,,26,finished_airing,1.0,67
,music,,27,finished_airing,1.0,67
other,movie,,11,finished_airing,1.0,67
original,movie,,33,finished_airing,1.0,67
original,movie,,10,finished_airing,1.0,67
original,music,,31,finished_airing,1.0,67
original,music,,39,finished_airing,1.0,67
music,music,,38,finished_airing,1.0,67
original,music,,37,finished_airing,1.0,67
original,music,,34,finished_airing,1.0,67
original,music,,40,finished_airing,1.0,67
original,music,,37,finished_airing,1.0,67
original,special,,40,finished_airing,1.0,67
original,music,,34,finished_airing,1.0,67
original,music,,36,finished_airing,1.0,67
novel,movie,,7,finished_airing,1.0,66
,tv,,6,finished_airing,13.0,66
original,movie,,12,finished_airing,1.0,66
,movie,,13,finished_airing,1.0,66
other,movie,,14,finished_airing,1.0,66
original,movie,,18,finished_airing,1.0,66
,tv,,12,finished_airing,13.0,66
original,movie,,10,finished_airing,2.0,66
original,tv,,13,finished_airing,52.0,66
,movie,,14,finished_airing,1.0,66
other,movie,,11,finished_airing,1.0,66
original,tv,,8,finished_airing,4.0,66
game,ona,,13,finished_airing,20.0,66
original,tv,,11,finished_airing,30.0,66
original,tv,,10,finished_airing,30.0,66
original,ona,,10,finished_airing,12.0,66
original,ona,,10,finished_airing,109.0,66
picture_book,ona,,18,finished_airing,13.0,66
book,movie,,10,finished_airing,1.0,66
original,movie,,11,finished_airing,1.0,66
original,movie,,9,finished_airing,1.0,66
original,movie,,10,finished_airing,1.0,66
,tv,,10,finished_airing,14.0,66
mixed_media,tv,,7,finished_airing,26.0,66
mixed_media,tv,,7,finished_airing,32.0,66
mixed_media,tv,,7,finished_airing,26.0,66
original,tv,,11,finished_airing,26.0,66
original,tv,,14,finished_airing,499.0,66
book,tv,,12,finished_airing,80.0,66
game,ona,,11,finished_airing,12.0,66
original,tv,,8,finished_airing,68.0,66
original,tv,,11,finished_airing,26.0,66
,tv,,11,finished_airing,52.0,66
,movie,,10,finished_airing,1.0,66
original,tv,,10,finished_airing,63.0,66
,movie,,12,finished_airing,1.0,66
original,music,,25,finished_airing,1.0,66
other,movie,,11,finished_airing,1.0,66
original,movie,,27,finished_airing,1.0,66
original,ona,,26,finished_airing,1.0,66
original,special,,30,finished_airing,3.0,66
original,music,,36,finished_airing,1.0,66
original,music,,33,finished_airing,1.0,66
original,ona,,35,finished_airing,1.0,66
original,music,,33,finished_airing,1.0,66
original,music,,32,finished_airing,1.0,66
original,music,,35,finished_airing,1.0,66
original,music,,35,finished_airing,1.0,66
original,music,,33,finished_airing,1.0,66
original,music,,36,finished_airing,1.0,66
original,music,,33,finished_airing,1.0,66
original,music,,35,finished_airing,1.0,66
original,music,,34,finished_airing,1.0,66
original,music,,31,finished_airing,1.0,66
,movie,,19,finished_airing,1.0,65
original,movie,,7,finished_airing,1.0,65
original,movie,,18,finished_airing,1.0,65
original,movie,,16,finished_airing,1.0,65
,movie,,13,finished_airing,1.0,65
original,movie,,17,finished_airing,1.0,65
original,tv,,6,finished_airing,10.0,65
original,tv,,9,finished_airing,26.0,65
original,movie,,17,finished_airing,1.0,65
other,movie,,20,finished_airing,1.0,65
,tv,,13,finished_airing,11.0,65
original,tv,,11,finished_airing,17.0,65
original,tv,,14,finished_airing,212.0,65
original,tv,,12,finished_airing,52.0,65
original,tv,,12,finished_airing,52.0,65
other,tv,,10,finished_airing,52.0,65
other,tv,,10,finished_airing,52.0,65
picture_book,ona,,12,finished_airing,5.0,65
original,tv,,10,finished_airing,52.0,65
original,movie,,11,finished_airing,1.0,65
original,movie,,10,finished_airing,1.0,65
original,movie,,12,finished_airing,1.0,65
,movie,,13,finished_airing,1.0,65
original,tv,,12,finished_airing,156.0,65
original,tv,,9,finished_airing,52.0,65
,tv,,12,finished_airing,50.0,65
book,tv,,12,finished_airing,80.0,65
original,ona,,11,finished_airing,8.0,65
,tv,,11,finished_airing,26.0,65
original,ona,,11,finished_airing,24.0,65
original,tv,,7,finished_airing,27.0,65
original,tv,,10,finished_airing,52.0,65
original,ona,,11,finished_airing,12.0,65
,tv,,12,finished_airing,21.0,65
game,ona,,10,finished_airing,4.0,65
original,ona,,12,finished_airing,18.0,65
,tv,,12,finished_airing,26.0,65
original,special,,12,finished_airing,1.0,65
original,tv,,7,finished_airing,10.0,65
original,movie,,8,finished_airing,1.0,65
,ova,,10,finished_airing,6.0,65
original,movie,,13,finished_airing,1.0,65
picture_book,movie,,10,finished_airing,1.0,65
other,movie,,11,finished_airing,1.0,65
original,movie,,20,finished_airing,1.0,65
original,music,,37,finished_airing,1.0,65
original,music,,33,finished_airing,1.0,65
original,music,,34,finished_airing,1.0,65
original,music,,35,finished_airing,1.0,65
original,music,,32,finished_airing,1.0,65
,movie,,7,finished_airing,1.0,64
,movie,,6,finished_airing,1.0,64
,movie,,6,finished_airing,1.0,64
original,movie,,11,finished_airing,1.0,64
original,movie,,9,finished_airing,1.0,64
other,movie,,15,finished_airing,1.0,64
book,movie,,16,finished_airing,1.0,64
,movie,,19,finished_airing,1.0,64
,tv,,17,finished_airing,150.0,64
,special,,11,finished_airing,1.0,64
original,tv,,12,finished_airing,52.0,64
original,tv,,11,finished_airing,52.0,64
other,movie,,9,finished_airing,1.0,64
original,tv,,12,finished_airing,156.0,64
original,movie,,10,finished_airing,1.0,64
original,tv,,13,finished_airing,130.0,64
original,ona,,21,finished_airing,5.0,64
manga,ona,,11,finished_airing,10.0,64
,movie,,13,finished_airing,1.0,64
original,movie,,10,finished_airing,1.0,64
book,movie,,10,finished_airing,1.0,64
original,tv,,10,finished_airing,26.0,64
,movie,,12,finished_airing,1.0,64
original,movie,,11,finished_airing,1.0,64
original,movie,,9,finished_airing,1.0,64
original,movie,,10,finished_airing,1.0,64
,movie,,11,finished_airing,1.0,64
original,movie,,12,finished_airing,1.0,64
original,tv,,13,finished_airing,356.0,64
original,tv,,10,finished_airing,50.0,64
original,tv,,11,finished_airing,42.0,64
,ona,,12,finished_airing,2.0,64
,tv,,7,finished_airing,30.0,64
other,tv,,10,finished_airing,26.0,64
original,tv,,20,finished_airing,29.0,64
original,ona,,10,finished_airing,52.0,64
original,ona,,12,finished_airing,18.0,64
original,tv,,9,finished_airing,12.0,64
original,ona,,7,finished_airing,11.0,64
original,ona,,8,finished_airing,26.0,64
,tv,,9,finished_airing,52.0,64
,tv,,9,finished_airing,26.0,64
other,movie,,11,finished_airing,1.0,64
,movie,,11,finished_airing,1.0,64
original,movie,,12,finished_airing,1.0,64
picture_book,tv,,9,finished_airing,40.0,64
,special,,14,finished_airing,1.0,64
,movie,,9,finished_airing,1.0,64
,ova,,10,finished_airing,1.0,64
original,movie,,8,finished_airing,1.0,64
original,movie,,28,finished_airing,1.0,64
original,movie,,25,finished_airing,1.0,64
game,ona,,11,finished_airing,2.0,64
,music,,23,finished_airing,1.0,64
novel,movie,,10,finished_airing,1.0,64
original,music,,34,finished_airing,1.0,64
original,music,,35,finished_airing,1.0,64
original,music,,38,finished_airing,1.0,64
original,music,,35,finished_airing,1.0,64
other,ona,,17,finished_airing,8.0,64
original,music,,35,finished_airing,1.0,64
original,music,,37,finished_airing,1.0,64
original,music,,35,finished_airing,1.0,64
original,music,,32,finished_airing,1.0,64
original,music,,33,finished_airing,1.0,64
web_novel,ona,,5,currently_airing,26.0,64
original,music,,31,finished_airing,1.0,64
original,tv,,7,finished_airing,8.0,63
other,movie,,7,finished_airing,1.0,63
other,tv,,7,finished_airing,26.0,63
original,movie,,10,finished_airing,1.0,63
,movie,,10,finished_airing,1.0,63
original,movie,,15,finished_airing,1.0,63
original,tv,,8,finished_airing,52.0,63
,tv,,8,finished_airing,13.0,63
,special,,11,finished_airing,1.0,63
,special,,11,finished_airing,1.0,63
,special,,12,finished_airing,1.0,63
novel,tv,,12,finished_airing,13.0,63
original,movie,,10,finished_airing,1.0,63
original,tv,,11,finished_airing,100.0,63
original,tv,,8,finished_airing,26.0,63
original,tv,,11,finished_airing,52.0,63
original,tv,,11,finished_airing,52.0,63
original,tv,,12,finished_airing,52.0,63
original,movie,,8,finished_airing,1.0,63
original,tv,,10,finished_airing,23.0,63
original,movie,,10,finished_airing,1.0,63
other,movie,,10,finished_airing,1.0,63
original,movie,,17,finished_airing,1.0,63
original,ona,,9,finished_airing,1.0,63
original,movie,,9,finished_airing,1.0,63
,ona,,10,finished_airing,1.0,63
original,ona,,9,finished_airing,26.0,63
original,tv,,10,finished_airing,13.0,63
original,tv,,13,finished_airing,364.0,63
original,tv,,8,finished_airing,365.0,63
original,tv,,9,finished_airing,52.0,63
original,tv,,10,finished_airing,200.0,63
original,tv,,12,finished_airing,200.0,63
,tv,,10,finished_airing,10.0,63
manga,ona,,16,finished_airing,1.0,63
,tv,,9,finished_airing,26.0,63
original,tv,,11,finished_airing,52.0,63
original,ona,,11,finished_airing,67.0,63
original,tv,,8,finished_airing,52.0,63
original,ona,,15,finished_airing,12.0,63
,tv,,7,finished_airing,13.0,63
original,tv,,11,finished_airing,26.0,63
